station_id,wmo_id,latitude,longitude,elevation_m,site,state,country,site_type
IQ-0004,,30.22649765,47.4765358,0,Al Mufrash Airport,IQ-BA,,
0LA1,,30.22940063,-90.9733963,15,Double H Ranch Airport,US-LA,Gonzales,
3LA9,,30.22940063,-93.08850098,12,Morgan Crop Service Airport,US-LA,Lake Charles,
LA76,,30.22940063,-91.90840149,16,Spillers Club Airport,US-LA,Breaux Bridge,
ZSHC,,30.22949982,120.4339981,23,Hangzhou Xiaoshan International Airport,CN-33,Hangzhou,
US-1988,,30.229575,-88.016979,4,Fort Morgan Airport,US-AL,Gulf Shores,
50TE,,30.230499,-98.475304,1550,Keller Ranch Airport,US-TX,Johnson City,
US-2157,,30.23083,-91.28435,0,Freeman Landing Strip,US-LA,Plaquemine,
LS55,,30.231202,-91.051603,13,William Olefins LLC,US-LA,Geismar,
30TX,,30.2323611,-98.6549722,1463,Burg Lake Aero Airport,US-TX,Stonewall,
US-2215,,30.23535,-99.97804,0,Llano Springs Ranch Landing Strip,US-TX,Rocksprings,
KNIP,,30.2358,-81.680603,21,Jacksonville Naval Air Station (Towers Field),US-FL,Jacksonville,
38LS,,30.23670006,-91.82969666,23,Ace Flying Airport,US-LA,Parks,
45FL,,30.23740005,-82.90650177,155,Moss Meadows Airport,US-FL,Live Oak,
3TE7,,30.240869,-101.412577,1965,Mills Ranch Airport,US-TX,Pandale,
6R1,,30.24189949,-92.82929993,18,Welsh Airport,US-LA,Welsh,
FD48,,30.24189949,-81.44979858,24,Deep Forest Airport,US-FL,Jacksonville,
K3R7,,30.24270058,-92.67340088,23,Jennings Airport,US-LA,Jennings,
KT82,,30.2432003,-98.90920258,1695,Gillespie County Airport,US-TX,Fredericksburg,
08AL,,30.243717,-87.754678,8,Little Lagoon Seaplane Base,US-AL,Gulf Shores,
US-1755,,30.244962,-98.502538,0,CJ Ranch Airport,US-TX,Johnson City,
9TE7,,30.245278,-97.082778,455,Flying G H Ranch Airport,US-TX,Paige,
7FL2,,30.24550056,-82.77850342,180,Wellborn STOLport,US-FL,Wellborn,
LA16,,30.24600029,-91.8667984,25,Castille Field,US-LA,Breaux Bridge,
HE34,,30.24690056,32.49229813,22,Kibrit Airport,EG-SUZ,Kibrit,
LA30,,30.24819946,-92.24169922,31,Phoenix Airport,US-LA,Rayne,
US-0957,,30.249066,-92.085515,35,Harmon Seaplane Base,US-LA,Scott,
US-2996,,30.24908,-92.31201,0,Leonards Landing Strip,US-LA,Rayne,
FL07,,30.25020027,-82.9240036,130,Wings N Sunsets LLC Airport,US-FL,Live Oak,
LS36,,30.25020027,-92.97200012,25,Light Plane Flyers Airfield,US-LA,Iowa,
TS76,,30.25020027,-98.59470367,1460,Redstone Ranch Airport,US-TX,Stonewall,
5MS2,,30.25079918,-89.4509964,9,Turkey Bayou Airpark,US-MS,Lakeshore,
LS60,,30.25130081,-91.08650208,17,East Field,US-LA,St Gabriel,
MS99,,30.251357,-89.545527,14,Rocking T Ranch Airport,US-MS,Bay St. Louis,
OPQT,,30.25139999,66.93779755,5267,Quetta International Airport,PK-BA,Quetta,
US-0473,,30.2517111,-98.562438,1494,Hye Airport,US-TX,Hye,
0TE7,,30.25180054,-98.62249756,1515,LBJ Ranch Airport,US-TX,Johnson City,
OP15,,30.25289917,70.21289825,2331,Ouzkani Airport,PK-PB,Khandor,
XS36,,30.253528,-101.691631,1690,Tres Ninos Ranch Airport,US-TX,Pandale,
8XS0,,30.2544,-99.099701,1910,Tivydale Ranch Airport,US-TX,Fredericksburg,
LA21,,30.25489998,-93.1352005,10,Chloe Airport,US-LA,Lake Charles,
84XS,,30.255,-99.398889,2200,Lang Ranch Airport,US-TX,Mountain Home,
US-2971,,30.256023,-103.885603,0,Presidio County Airport,US-TX,Marfa,
XS68,,30.25690079,-96.32859802,290,Sky Lane Ranch Airport,US-TX,Brenham,
LA15,,30.25989914,-91.28620148,12,Wilbert Airport,US-LA,Plaquemine,
US-0444,,30.260228,-96.597836,316,Twisted T Field,US-TX,Burton,
K4R9,,30.26049995,-88.12750244,5,Dauphin Island Airport,US-AL,Dauphin Island,
TX05,,30.2605,-97.625298,500,Bud Dryden Airport,US-TX,Austin,
03TA,,30.262699,-96.500198,505,Gay Hill Farm Airport,US-TX,Gay Hill,
AL75,,30.26329994,-87.63690186,0,Gulf State Park Seaplane Base,US-AL,Gulf Shores,
US-1778,,30.264201,-92.357619,0,Habetz Landing Strip,US-LA,Crowley,
LA38,,30.26689911,-89.80529785,0,Pelican Seaplane Base,US-LA,Slidell,
TE37,,30.26910019,-100.4509964,2306,Canyon Ranch Airport,US-TX,Sonora,
0XA8,,30.27,-98.108299,1340,Ohho Airport,US-TX,Dripping Springs,
VIBT,,30.27009964,74.75579834,662,Bhatinda Air Force Station,IN-PB,,
US-1911,,30.270891,-100.564921,0,Texas Agricultural Experiment Station Landing Field,US-TX,Sonora,
US-2056,,30.270951,-98.397391,1187,Johnson City Landing Strip,US-TX,Johnson City,
US-1752,,30.271298,-98.419975,0,Waller Airfield,US-TX,Johnson City,
5TE3,,30.27190018,-98.11699677,1250,Alexander Ranch Airport,US-TX,Dripping Springs,
LS10,,30.27210045,-93.3117981,20,Reynolds Airport,US-LA,Westlake,
TA35,,30.27269936,-96.35500336,8,Faust Farm Airport,US-TX,Brenham,
MX-0042,,30.2732,-106.7503,4227,Agricola Las Isabeles Airport,MX-CHH,Villa Ahumada,
5TE5,,30.27389908,-103.2369995,4313,Iron Mountain Ranch Airport,US-TX,Marathon,
OIKK,,30.27440071,56.9510994,5741,Kerman Airport,IR-15,Kerman,
12LA,,30.27589989,-93.35739899,20,Kml Airport,US-LA,Sulphur,
US-1301,,30.276247,-98.310106,0,Baird Ranch Airstrip,US-TX,Johnson City,
MX-1332,,30.276497,-108.924948,3543,El Bajio del Oso Airfield,MX-SON,Bacerac,
US-2212,,30.27744,-100.1742,0,Estes Ranch Landing Strip,US-TX,Rocksprings,
KHEG,,30.27779961,-81.80590057,87,Herlong Airport,US-FL,Jacksonville,
0LA2,,30.278,-90.963203,17,Don Babin-Private Airport,US-LA,Gonzales,
FD01,,30.2796,-84.048797,34,Hidden Acres Airpark,US-FL,Monticello,
XA02,,30.28019905,-98.42639923,1230,Danz Ranch Airport,US-TX,Johnson City,
3LA2,,30.28079987,-89.95420074,0,Southern Natural Gas Co. Seaplane Base,US-LA,Lacombe,
9XS9,,30.2833004,-96.44750214,275,Rancho Verde Airport,US-TX,Brenham,
49TE,,30.2835278,-96.4596111,397,K Star Ranch Airport,US-TX,Brenham,
US-0971,,30.284427,-99.473784,2232,3 Mill Ranch Airport,US-TX,Mountain Home,
IN-0087,,30.28444444,79.16166667,0,GAUCHER,IN-UL,,
US-2211,,30.28554,-100.23048,0,Mayfield Ranch Landing Strip,US-TX,Rocksprings,
0LS8,,30.28580093,-92.94129944,34,Lonesome Dove Airfield,US-LA,Woodlawn,
CN-0146,,30.28779984,122.1449966,0,Daishan Air Base,CN-33,,
14TX,,30.2894001,-98.17389679,1150,Keyes Ranch Airport,US-TX,Dripping Springs,
99LA,,30.2894001,-92.38899994,25,Lawson Field,US-LA,Crowley,
KJKA,,30.29050064,-87.67179871,17,Jack Edwards Airport,US-AL,Gulf Shores,
US-2216,,30.290533,-100.022128,0,Ridenhower Ranch Airport,US-TX,Junction,
TX04,,30.2911944,-96.5268611,285,Lucky Star Ranch Airport,US-TX,Brenham,
US-2222,,30.29337,-99.563,0,McNutt Landing Strip,US-TX,Junction,
LA90,,30.29433378,-92.42620087,26,Walsh Airport,US-LA,Crowley,
MX-0270,,30.2948,-106.7515,4205,Rancho Providencia Airport,MX-CHH,Villa Ahumada,
OIKR,,30.29770088,56.05110168,5298,Rafsanjan Airport,IR-15,,
AL96,,30.29829979,-87.74079895,0,Bon Secour Seaplane Base,US-AL,Gulf Shores,
US-2218,,30.2985,-99.90466,0,McLean Ranch Airport,US-TX,Junction,
AUS,,30.298722,-97.699785,632,Austin Robert Mueller Municipal,US-TX,,
K24J,,30.30010033,-83.02469635,104,Suwannee County Airport,US-FL,Live Oak,
8TE6,,30.3002,-102.717002,3900,Faith Cattle Company, Longfellow Ranch Airport,US-TX,Fort Stockton
US-2221,,30.30097,-99.59505,0,Mudge Draw Landing Strip,US-TX,Junction,
MX-1312,,30.301196,-105.939435,4672,Rancho El 24 Airport,MX-CHH,Villa Ahumada,
1FL5,,30.30209923,-85.86440277,0,West Bay Creek Seaplane Base,US-FL,West Bay,
LS49,,30.30270004,-91.27149963,13,Simpson Airport,US-LA,Plaquemine,
0TA3,,30.30430031,-102.1380005,2650,Tate Ranch Airport,US-TX,Dryden,
MX-0475,,30.305161,-106.479226,4167,Los Violines Poniente Airport,MX-CHH,Villa Ahumada,
LS34,,30.30669975,-91.87640381,22,Bordelon Airpark,US-LA,Breaux Bridge,
0LS5,,30.30690002,-92.12979889,40,Trahan Ultralightport,US-LA,Cankton,
MX-1310,,30.3073,-108.096113,5325,Colonia Juarez Nuevo Airport,MX-CHH,Nuevo Casas Grandes,
MX-1349,,30.308689,-105.865932,5361,El Escondido Airport,MX-CHH,Villa Ahumada,
06TE,,30.31270027,-95.02690125,129,Ainsworth Airport,US-TX,Cleveland,
US-0427,,30.314672,-90.907972,17,Evan Airport,US-LA,Prairieville,
VIPL,,30.31480026,76.36450195,820,Patiala Airport,IN-PB,,
LA41,,30.315667,-91.940778,20,Dupuis Airport,US-LA,Breaux Bridge,
LA68,,30.31579971,-92.51989746,26,Zaunbrecher Strip,US-LA,Iota,
19TE,,30.3169,-95.333504,170,Cut and Shoot Airport,US-TX,Conroe,
62TA,,30.31830025,-97.30220032,520,Hawken Air One Airport,US-TX,Elgin,
MX-0362,,30.320266,-115.821263,16,El Socorrito Airport,MX-BCN,Ensenada,
GMAZ,,30.32029915,-5.866670132,2631,Zagora Airport,MA-TIZ,Zagora,
ZHES,,30.32029915,109.4850006,1605,Enshi Airport,CN-42,Enshi,
US-2217,,30.32073,-100.04519,0,Hill Ranch Landing Strip,US-TX,Junction,
8TE7,,30.32080078,-98.91280365,1840,Carter Ranch STOLport,US-TX,Fredericksburg,
4TE8,,30.32099915,-94.07350159,44,Ben Bruce Memorial Airpark,US-TX,Evadale,
US-2229,,30.32228,-97.71746,0,Haile Airport,US-TX,Austin,
ZHSS,,30.324289,112.279861,112,Shashi Airport,CN-42,Shashi,
GMAD,,30.32500076,-9.413069725,250,Al Massira Airport,MA-AGD,Agadir,
US-2976,,30.32678,-103.99506,0,Marfa Municipal Airport (1923) / Marfa Auxiliary Army Airfield #7,US-TX,Marfa,
EG-0006,,30.33,32.267799,0,Fa'id Air Base,EG-IS,Fayed,
AF04,,30.33009911,61.89690018,0,Helmand Airport,AF-NIM,,
TX61,,30.3302,-97.4589,460,Baker's Place Airport,US-TX,Elgin,
HE12,,30.332373,31.448109,115,Inshas Air Base,EG-SHR,Inshas,
US-2219,,30.33257,-99.90533,0,Telegraph Landing Strip,US-TX,Junction,
33TA,,30.33300018,-95.61219788,301,Lake Bonanza Airport,US-TX,Montgomery,
56TS,,30.333807,-97.350454,558,Elgin Intracontinental Airport,US-TX,Elgin,
US-2220,,30.3341,-99.61807,0,141 Ranch Landing Strip,US-TX,Junction,
CN-0153,,30.33530045,120.2409973,0,Jianqiao/Hangzhou Airfield,CN-33,Hangzhou,
K45R,,30.3362999,-94.25749969,71,Hawthorne Field,US-TX,Kountze/Silsbee,
KCRG,,30.3362999,-81.51439667,41,Jacksonville Executive at Craig Airport,US-FL,Jacksonville,
2FA9,70200,30.336389,-83.783611,73,Mount Olive Farm Airport,US-FL,Lamont,
OIAH,,30.33760071,50.82799912,2414,Gachsaran Airport,IR-18,Gachsaran,
FL09,,30.33880043,-83.14430237,90,Kittyhawk Estates Airport,US-FL,Live Oak,
US-1261,,30.339121,-98.280129,0,Voyles Lazy V Ranch Landing Strip,US-TX,Marble Falls,
OP14,,30.34000015,70.55670166,377,Belab Airport,PK-PB,Belab,
LS70,,30.340649,-92.736958,39,Lake Air Service-Pine Island Airport,US-LA,Jennings,
US-2975,,30.34183,-104.1748,0,Marfa Auxiliary Army Airfield #5 / Aragon Field,US-TX,Marfa,
TE85,,30.34219933,-95.66130066,295,Marmack Airport,US-TX,Montgomery,
2LA5,,30.34329987,-92.43209839,35,Reed Flying Service Inc Airport,US-LA,Iota,
65TA,,30.34329987,-96.30719757,250,Flying C Ranch Airport,US-TX,Independence,
JO-0002,,30.34350014,36.14770126,0,King Feisal bin Abdul Aziz / Al Jafr Air Base,JO-MN,,
US-2228,,30.34351,-97.71058,0,University Airport,US-TX,Austin,
LA88,,30.344601,-92.343201,35,Hensgens Strip,US-LA,Crowley,
KASD,,30.3451004,-89.82080078,29,Slidell Airport,US-LA,Slidell,
KNHL,,30.3461,-87.541702,61,Wolf NOLF Airport,US-AL,Joesphine,
SA-0007,,30.34697253,42.21260548,0,Uwayqilah Airport,SA-08,,
US-2225,,30.34808,-97.48816,0,Lite-Flite Austin Airfield,US-TX,Manor,
FL11,,30.34939957,-82.12090302,100,Thrifts Airport,US-FL,Macclenny,
LA42,,30.3503,-90.922203,24,Capozzoli Airport,US-LA,Prairieville,
KCXO,,30.351801,-95.414497,245,Conroe-North Houston Regional Airport,US-TX,Houston,
KNPA,,30.35269928,-87.31860352,28,Pensacola Naval Air Station/Forrest Sherman Field,US-FL,Pensacola,
MX-1295,,30.353,-109.8514,3236,Santa Rosa Airstrip,MX-SON,Arizpe,
US-LA03,,30.353201,-91.282097,18,Daniel Airport,US-LA,Addis,
MX-0055,,30.3537,-114.6394,33,Puertecitos Airport,MX-BCN,Ensenada,
KNEN,,30.35390091,-81.87190247,99,Whitehouse Naval Outlying Field,US-FL,Jacksonville,
IQ-0008,,30.35415649,47.10853958,0,Ar Rumaylah Southwest Air Base,IQ-BA,,
XA41,,30.35499954,-99.24749756,2220,Lone Star Flying Service Airport,US-TX,Harper,
OPLL,,30.35549927,68.6135025,4631,Loralai Airport,PK-BA,Loralai,
K6R3,,30.35639954,-95.00800323,150,Cleveland Municipal Airport,US-TX,Cleveland,
8LA9,,30.35709953,-92.74459839,40,Koll Airport,US-LA,Welsh,
KECP,,30.357106,-85.795414,69,Northwest Florida Beaches International Airport,US-FL,Panama City Beach,
K3R9,,30.35750008,-97.99449921,909,Lakeway Airpark,US-TX,Austin,
US-2973,,30.35781,-104.21775,0,Marfa Auxiliary Army Airfield #2,US-TX,Marfa,
FD27,,30.36269951,-82.22619629,120,Cuyler Field,US-FL,Glen St Mary,
K66Y,,30.363001,-89.387703,14,Diamondhead Airport,US-MS,Diamondhead,
KHSA,,30.36779976,-89.45459747,23,Stennis International Airport,US-MS,Bay St Louis,
VIAM,,30.36809921,76.8167038,909,Ambala Air Force Station,IN-HR,,
US-1021,,30.368708,-92.583028,35,Di's Cajun Restaurant Airport,US-LA,Iota,
KMRF,,30.371099,-104.017997,4849,Marfa Municipal Airport,US-TX,Marfa,
OIAA,,30.37109947,48.22829819,10,Abadan Airport,IR-10,Abadan,
02AL,,30.37150002,-87.76439667,61,Bass Field,US-AL,Foley,
K60R,,30.37190056,-96.11329651,228,Navasota Municipal Airport,US-TX,Navasota,
MX-1302,,30.372701,-110.1641,2852,Arizpe Airport,MX-SON,Arizpe,
4AL2,,30.37319946,-87.7256012,25,Irwin Farms Airport,US-AL,Foley,
71TE,,30.37800026,-98.37609863,1471,Moursund Ranch Airport,US-TX,Round Mountain,
HLMB,,30.37809944,19.57640076,50,Marsa Brega Airport,LY-WA,,
TX72,,30.379132,-97.194843,505,Wood Triple D Airport,US-TX,Elgin,
1XS2,,30.38080025,-97.42749786,532,Skye Dance Airport,US-TX,Elgin,
L89,,30.3813,-92.146004,51,Kibs Air Park,US-LA,Bristol,
GMAA,,30.381399,-9.54631,89,Inezgane Airport,MA-AGD,Inezgane,
US-0478,,30.382211,-99.619264,2064,Skyview Ranch Airport,US-TX,Junction,
KE38,,30.38419914,-103.6839981,4515,Alpine Casparis Municipal Airport,US-TX,Alpine,
XS18,,30.38470078,-96.22470093,198,Tom J Moore Farm Airport,US-TX,Millican,
RJFC,,30.38559914,130.6589966,124,Yakushima Airport,JP-46,Yakushima,
TA75,,30.386981,-97.105794,430,Cotton Patch Airport,US-TX,Lexington,
KNBJ,,30.38909912,-87.63529968,54,Naval Outlying Field Barin,US-AL,Foley,
K5R2,,30.38940048,-88.75340271,20,Ocean Springs Airport,US-MS,Ocean Springs,
KNRB,,30.39109993,-81.42469788,15,Naval Station Mayport (Admiral David L. Mcdonald Field),US-FL,Mayport,
4XS6,,30.39189911,-98.66139984,1700,H Young Ranch Airport,US-TX,Willow City,
34XS,,30.391944,-95.538611,225,Flying Hare Field Airport,US-TX,Conroe,
MX-1303,,30.3939,-110.0504,3038,Buena Vista Airstrip,MX-SON,Arizpe,
HE37,,30.394899,31.6014,90,Bilbeis Air Base,EG-SHR,Bilbeis,
KTLH,,30.39649963,-84.35030365,81,Tallahassee Regional Airport,US-FL,Tallahassee,
MMCG,,30.3974,-107.875,4850,Nuevo Casas Grandes Airport,MX-CHH,,
KEDC,,30.397493,-97.566394,620,Austin Executive Airport,US-TX,Austin,
22LS,,30.39780045,-91.97389984,29,Couvillion Airport,US-LA,Arnaudville,
K82J,,30.3987999,-87.34860229,27,Ferguson Airport,US-FL,Pensacola,
FD95,,30.3988,-86.188904,0,Goose Nest Seaplane Base,US-FL,Santa Rosa Beach,
LA57,,30.399099,-92.408997,45,Kinder Ag Service Airport,US-LA,Eunice,
KDTS,,30.40010071,-86.47149658,23,Destin Executive Airport,US-FL,Destin,
US-2057,,30.400427,-98.580434,1753,Hauptrief Aero Airport,US-TX,Johnson City,
AL15,,30.403,-87.724197,120,Styron Airport,US-AL,Foley,
08LS,,30.40360069,-92.02359772,51,Aeleron Airport,US-LA,Grand Coteau,
4FL0,,30.40360069,-83.80999756,115,Turkey Scratch Plantation Airport,US-FL,Lamont,
US-1134,,30.403611,-95.438889,230,M-4 Airport,US-TX,Willis,
16XS,,30.404367,-95.35985,270,Outlaw Flyers Airport,US-TX,Conroe,
1J9,,30.40629959,-86.82910156,22,Fort Walton Beach Airport,US-FL,Navarre,
HE36,,30.407101,33.154099,1056,Bir Jifjafah Airport,EG-SIN,El Hassana,
KGPT,,30.40730095,-89.07009888,28,Gulfport Biloxi International Airport,US-MS,Gulfport,
MX-0143,,30.409918,-115.919261,16,Cielito Lindo Airport,MX-BCN,Rancho los Pinos,
KBIX,,30.41040039,-88.92440033,33,Keesler Air Force Base,US-MS,Biloxi,
TE75,,30.41250038,-96.96669769,470,Lexington Airfield,US-TX,Lexington,
US-1833,,30.413652,-85.746274,96,Stock Island Airport,US-FL,Panama City,
MX-0372,,30.41432,-115.868816,108,Los Pinos Airport,MX-BCN,Ensenada,
US-1320,,30.41504,-97.66498,0,Austin Executive Airpark,US-TX,Austin,
US-2974,,30.41515,-104.30093,0,Marfa Auxiliary Army Airfield #3 / Ryan Field,US-TX,Marfa,
FL08,,30.41550064,-83.01650238,93,Florida Sheriffs Boys Ranch Airport,US-FL,Live Oak,
LS91,,30.41720009,-91.97360229,32,Tim Bullard Memorial Airport,US-LA,Arnaudville,
07FD,,30.417999,-83.283796,90,Flying G Ranch STOLport,US-FL,Lee,
TS87,,30.41799927,-96.07939911,328,Bridle Ridge Airport,US-TX,Navasota,
52TS,,30.4185009,-98.16280365,915,Fall Creek Air Ranch STOLport,US-TX,Spicewood,
32LS,,30.41959953,-90.35900116,13,Stevens Strip,US-LA,Ponchatoula,
EG-0003,,30.42060089,31.67889977,0,Bilbeis 2 Airfield,EG-SHR,Bilbeis,
FL15,,30.420635,-85.299246,60,Steep Head Farm Airport,US-FL,Clarksville,
US-0581,,30.421204,-92.234197,45,Lost Airfield,US-LA,Church Point,
US-2031,,30.421418,-87.679206,86,Wilson Field,US-AL,Foley,
US-1915,,30.422254,-101.888881,2165,Pakenham Landing Strip,US-TX,Sheffield,
EG-0005,,30.42313,32.33529,0,Difarsuwar Airfield,EG-IS,Ismailia,
2AL1,,30.42410088,-87.77780151,74,Collier Airpark,US-AL,Magnolia Springs,
MX-1253,,30.42416,-109.43484,0,Rancho Nuevo Airstrip,MX-SON,Villa Hidalgo,
AL08,,30.42440033,-87.53530121,75,Perdido Winds Airpark,US-AL,Elberta,
FA88,,30.425042,-83.048469,83,Pittman Oaks Airport,US-FL,Live Oak,
MX-1207,,30.425085,-107.769184,5085,Rancho Maria 4 Airport,MX-CHH,Nuevo Casas Grandes,
KNKL,,30.425301,-86.893898,39,Holley Naval Outlying Field,US-FL,Fort Walton Beach,
20FD,,30.42550087,-83.5759964,100,Pratt Airport,US-FL,Greenville,
80LA,,30.42630005,-92.31819916,42,Luscombe Lane 1 Airport,US-LA,Eunice,
IQ-0047,,30.42682457,47.6422348,0,Shaibah Airport,IQ-BA,,
AL88,,30.427002,-87.471407,80,Ban Farm Airport,US-AL,Lillian,
K5R4,,30.4277,-87.700798,74,Foley Municipal Airport,US-AL,Foley,
KHRT,,30.42779922,-86.68930054,38,Hurlburt Field,US-FL,Mary Esther,
1TX4,,30.4286,-97.970497,900,Shoreline Ranch Airport,US-TX,Lago Vista,
5FD1,,30.4321003,-85.2888031,140,Ron Wood Airport,US-FL,Clarksville,
TE96,,30.433201,-97.412498,543,Crosswinds Airfield,US-TX,Coupland,
MX-1304,,30.4335,-110.0361,3038,Chinapa Airport,MX-SON,Arizpe,
AL55,,30.433936,-87.457211,95,Shields Airport,US-AL,Elberta,
US-2465,,30.4344,-104.32061,4701,Marfa TARS Site,US-TX,Shafter,
US-1215,,30.435132,-92.333769,42,Prop Stop Airport,US-LA,Eunice,
US-1235,,30.435556,-92.118333,55,Ron Airport,US-LA,Sunset,
51LS,,30.438053,-92.116653,55,Red Oak Landing,US-LA,Sunset,
MX-1392,,30.44,-115.98527,61,San Quintín (Bahía Falsa) Airstrip,MX-BCN,Ensenada,
K5R8,,30.44120026,-93.47350311,81,De Quincy Industrial Airpark,US-LA,De Quincy,
0TS5,,30.44190025,-95.18630219,230,Lake Bay Gall Airport,US-TX,Cleveland,
LY-0008,,30.4429,18.5808,0,Ra's Lanuf Highway Airport,LY-SR,Ra's Lanuf,
0AL1,,30.44389915,-87.6568985,97,Resort Airport,US-AL,Foley,
KL31,,30.445101,-89.988899,39,St. Tammany Regional Airport,US-LA,Covington,
MS66,,30.44599915,-88.92590332,42,Kennedy Executive Airport,US-MS,Biloxi,
US-2032,,30.446278,-87.46674,69,Faircloth Naval Outlying Landing Field,US-AL,Elberta,
99FL,,30.44739914,-83.31099701,150,Madison County Airport,US-FL,Lee,
US-1791,,30.44856,-85.02701,0,Blountstown Airport,US-FL,Blountstown,
US-2033,,30.4487,-87.7683,78,Magnolia Naval Outer Landing Field,US-AL,Marlow,
5AL,,30.45000076,-87.80780029,3,Fish River Seaplane Base,US-AL,Fairhope,
US-1913,,30.45008,-100.738621,2034,J Shurley Ranch Airport,US-TX,Sonora,
4TS7,,30.45019913,-102.927002,4572,Allison Ranch Airport,US-TX,Fort Stockton,
XS01,,30.45019913,-98.88619995,2060,Tschirhart Ranch Airport,US-TX,Fredericksburg,
1XS4,,30.453501,-97.255501,530,Barton Field,US-TX,Taylor,
XS75,,30.45439911,-98.48919678,1470,West Ranch Airport,US-TX,Round Mountain,
5R7,,30.45459938,-88.21060181,80,Roy E. Ray Airport,US-AL,Bayou La Batre,
6LA5,,30.45479965,-92.24060059,45,Church Point Flyers Airport,US-LA,Church Point,
US-0695,,30.456136,-83.144233,85,DJ Farm Airport,US-FL,Jasper,
US-0661,,30.456653,-101.736402,1929,Chandler Ranch Airport,US-TX,Sanderson,
2FL0,,30.45689964,-85.68599701,113,Crystal Village Airport,US-FL,Wausau,
K4R4,,30.460501,-87.876999,91,H L Sonny Callahan Airport,US-AL,Fairhope,
US-2000,,30.46185,-87.79622,62,Marlow Landing Strip,US-AL,Summerdale,
MX-1391,,30.46217,-115.9662,20,El Pedregal Airstrip,MX-BCN,Ensenada,
LS76,,30.46269989,-90.17009735,25,Hickham Field,US-LA,Covington,
AL04,,30.4627,-87.525002,105,Pleasant View Farm Airport,US-AL,Elberta,
KPQL,,30.46279907,-88.52919769,17,Trent Lott International Airport,US-MS,Pascagoula,
US-1917,,30.46354,-101.8143,2067,Oasis Ranch Airport,US-TX,Sheffield,
74FD,,30.46409988,-85.17710114,90,Clarksville Airport,US-FL,Clarksville,
K4R7,,30.46629906,-92.42379761,42,Eunice Airport,US-LA,Eunice,
US-2035,,30.466856,-87.68343,92,Larue Field,US-AL,Summerdale,
7AL9,,30.46689987,-87.54160309,110,Horak Airport,US-AL,Elberta,
KNUN,,30.46969986,-87.33809662,85,Saufley Field Nolf Airport,US-FL,Pensacola,
XS99,,30.47100067,-94.91269684,80,Lake Water Wheel Airport,US-TX,Shepherd,
ZUSN,,30.471295,105.610925,0,Suining Airport,CN-51,Suining,
US-1926,,30.47227,-100.22679,2128,Chimney Bluff Landing Strip,US-TX,Sonora,
KPNS,,30.4734,-87.1866,121,Pensacola International Airport,US-FL,Pensacola,
34MS,,30.47380066,-88.69619751,25,Colle Field,US-MS,Gautier,
MX-1220,,30.47439,-108.953305,3396,Bavispe Airport,MX-SON,Bavispe,
MX-0290,,30.475351,-106.514831,4070,Rancho Productor de Leche Villa Ahumada Airport,MX-CHH,Villa Ahumada,
US-1999,,30.47646,-87.69608,105,Summerdale Landing Strip,US-AL,Summerdale,
4AL6,,30.476641,-87.696181,105,Bonner Field,US-AL,Summerdale,
53FD,,30.47750092,-84.03469849,80,Charlotte's Field,US-FL,Tallahassee,
K88R,,30.47800064,-98.12110138,830,Spicewood Airport,US-TX,Spicewood,
08XA,,30.479253,-96.504031,280,Knolle Ranch Airport,US-TX,Snook,
5TS2,,30.47940063,-97.31919861,536,Chan-C Airport,US-TX,Coupland,
97TS,,30.48019981,-95.53990173,300,Gdap Air Ranch Airport,US-TX,Willis,
MM80,,30.48089981,-109.6439972,4707,Rancho La Milpita Airport,MX-SON,Nacozari,
FL52,,30.4810009,-84.08679962,160,Angel's Field,US-FL,Tallahassee,
XS03,,30.48130035,-98.28109741,1140,Herbert Ranch Airport,US-TX,Marble Falls,
US-1914,,30.481725,-101.026325,2093,Taylor Box Draw Airport,US-TX,Ozona,
7LA3,,30.4829998,-93.22879791,79,Habetz Airport,US-LA,Ragley,
KVPS,,30.4832,-86.525398,87,Destin-Ft Walton Beach Airport,US-FL,Valparaiso,
